月份,层数,商铺名称,销售额,总租金,租售比,销售坪效,平均租金,商铺面积,一级业态,二级业态,三级业态,合同起始日期,合同结束日期,扣点方式,扣率,合同期限,商铺面积,平均租金
2015年1月,负一层,曼诺莎,"48,241 ","14,398 ",30%,837.5208 ,250 ,57.6,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/3/22,2015/5/9,纯保底,0.15,2,57.6,250 
2015年1月,负一层,尊和名品,"361,432 ","17,927 ",5%,6547.6739 ,325 ,55.2,其它,其它的其它,烟/酒/茶,2012/12/12,2015/5/9,保底与流水两者取高,0.03,2,55.2,325 
2015年1月,负一层,一席地,"341,557 ","41,670 ",12%,1352.4233 ,165 ,252.552,餐饮,正餐,餐馆/饭店,2012/12/25,2018/5/9,保底与流水两者取高,0.08,5,252.552,165 
2015年1月,负一层,casa miel,"318,167 ","27,744 ",9%,2121.1144 ,185 ,150,餐饮,正餐,餐馆/饭店,2013/1/25,2018/5/9,保底与流水两者取高,0.08,5,150,185 
2015年1月,负一层,咬不得,"590,368 ","62,933 ",11%,1802.1015 ,192 ,327.6,餐饮,正餐,快餐,2013/4/5,2018/6/3,保底与流水两者取高,0.09,5,327.6,192 
2015年1月,负一层,厚道青转小火锅,"287,935 ","38,094 ",13%,1548.0387 ,205 ,186,餐饮,正餐,餐馆/饭店,2013/3/1,2018/5/9,保底与流水两者取高,0.1,5,186,205 
2015年1月,负一层,Xiang Wang 象王洗衣,"41,289 ","5,401 ",13%,1376.3000 ,180 ,30,其它,配套服务,洗衣店,2014/4/1,2015/3/31,纯保底,0,0,30,180 
2015年1月,负一层,华数,"229,806 ","5,400 ",2%,15958.7500 ,375 ,14.4,其它,配套服务,通讯服务,2014/5/28,2015/5/27,纯保底,0,0,14.4,375 
2015年1月,负一层,中国旅行社,"329,594 ","5,405 ",2%,22888.5000 ,375 ,14.4,其它,配套服务,旅行社,2014/6/3,2015/6/2,纯保底,0,0,14.4,375 
2015年1月,负一层,维果部落(B1-K07),"28,764 ","2,876 ",10%,11985.0000 ,"1,199 ",2.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/6/22,2015/6/21,保底(含物管费)与流水两者取高,0.1,0,2.4,"1,199 "
2015年1月,负一层,藏鼎堂,"17,506 ","5,999 ",34%,972.5333 ,333 ,18,其它,其它的其它,药房/保健品,2013/6/10,2015/9/30,纯保底,0,2,18,333 
2015年1月,负一层,臻世海参,"72,773 ","6,360 ",9%,3465.3714 ,303 ,21,其它,其它的其它,药房/保健品,2013/9/30,2015/9/29,保底与流水两者取高,0.07,1,21,303 
2015年1月,负一层,Car's Home 卡士通,"41,341 ","15,780 ",38%,189.2912 ,72 ,218.4,其它,配套服务,汽车美容,2013/9/20,2016/9/19,纯保底,0,2,218.4,72 
2015年2月,负一层,曼诺莎,"46,898 ","14,398 ",31%,814.2083 ,250 ,57.6,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/3/22,2015/5/9,纯保底,0.15,2,57.6,250 
2015年2月,负一层,尊和名品,"518,097 ","18,289 ",4%,9385.8152 ,331 ,55.2,其它,其它的其它,烟/酒/茶,2012/12/12,2015/5/9,保底与流水两者取高,0.03,2,55.2,331 
2015年2月,负一层,一席地,"269,009 ","41,669 ",15%,1065.1620 ,165 ,252.552,餐饮,正餐,餐馆/饭店,2012/12/25,2018/5/9,保底与流水两者取高,0.08,5,252.552,165 
2015年2月,负一层,casa miel,"276,431 ","27,754 ",10%,1842.8760 ,185 ,150,餐饮,正餐,餐馆/饭店,2013/1/25,2018/5/9,保底与流水两者取高,0.08,5,150,185 
2015年2月,负一层,咬不得,"543,239 ","58,724 ",11%,1658.2399 ,179 ,327.6,餐饮,正餐,快餐,2013/4/5,2018/6/3,保底与流水两者取高,0.09,5,327.6,179 
2015年2月,负一层,厚道青转小火锅,"218,390 ","33,479 ",15%,1174.1419 ,180 ,186,餐饮,正餐,餐馆/饭店,2013/3/1,2018/5/9,保底与流水两者取高,0.1,5,186,180 
2015年2月,负一层,Xiang Wang 象王洗衣,"23,769 ","5,400 ",23%,792.3000 ,180 ,30,其它,配套服务,洗衣店,2014/4/1,2015/3/31,纯保底,0,0,30,180 
2015年2月,负一层,华数,"126,185 ","5,401 ",4%,8762.8667 ,375 ,14.4,其它,配套服务,通讯服务,2014/5/28,2015/5/27,纯保底,0,0,14.4,375 
2015年2月,负一层,中国旅行社,"243,314 ","5,402 ",2%,16896.8333 ,375 ,14.4,其它,配套服务,旅行社,2014/6/3,2015/6/2,纯保底,0,0,14.4,375 
2015年2月,负一层,维果部落(B1-K07),"24,588 ","2,459 ",10%,10245.0000 ,"1,025 ",2.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/6/22,2015/6/21,保底(含物管费)与流水两者取高,0.1,0,2.4,"1,025 "
2015年2月,负一层,藏鼎堂,"19,104 ","6,001 ",31%,1061.3333 ,333 ,18,其它,其它的其它,药房/保健品,2013/6/10,2015/9/30,纯保底,0,2,18,333 
2015年2月,负一层,臻世海参,"96,406 ","7,346 ",8%,4590.7429 ,350 ,21,其它,其它的其它,药房/保健品,2013/9/30,2015/9/29,保底与流水两者取高,0.07,1,21,350 
2015年2月,负一层,Car's Home 卡士通,"27,840 ","15,780 ",57%,127.4725 ,72 ,218.4,其它,配套服务,汽车美容,2013/9/20,2016/9/19,纯保底,0,2,218.4,72 
2015年3月,负一层,曼诺莎,"47,640 ","14,402 ",30%,827.0833 ,250 ,57.6,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/3/22,2015/5/9,纯保底,0.15,2,57.6,250 
2015年3月,负一层,尊和名品,"320,098 ","17,925 ",6%,5798.8696 ,325 ,55.2,其它,其它的其它,烟/酒/茶,2012/12/12,2015/5/9,保底与流水两者取高,0.03,2,55.2,325 
2015年3月,负一层,一席地,"299,472 ","41,657 ",14%,1185.7835 ,165 ,252.552,餐饮,正餐,餐馆/饭店,2012/12/25,2018/5/9,保底与流水两者取高,0.08,5,252.552,165 
2015年3月,负一层,casa miel,"313,890 ","27,748 ",9%,2092.5984 ,185 ,150,餐饮,正餐,餐馆/饭店,2013/1/25,2018/5/9,保底与流水两者取高,0.08,5,150,185 
2015年3月,负一层,咬不得,"603,340 ","64,135 ",11%,1841.6960 ,196 ,327.6,餐饮,正餐,快餐,2013/4/5,2018/6/3,保底与流水两者取高,0.09,5,327.6,196 
2015年3月,负一层,厚道青转小火锅,"282,486 ","37,542 ",13%,1518.7419 ,202 ,186,餐饮,正餐,餐馆/饭店,2013/3/1,2018/5/9,保底与流水两者取高,0.1,5,186,202 
2015年3月,负一层,Xiang Wang 象王洗衣,"55,904 ","5,400 ",10%,1863.4800 ,180 ,30,其它,配套服务,洗衣店,2014/4/1,2015/3/31,纯保底,0,0,30,180 
2015年3月,负一层,华数,"128,530 ","5,398 ",4%,8925.6667 ,375 ,14.4,其它,配套服务,通讯服务,2014/5/28,2015/5/27,纯保底,0,0,14.4,375 
2015年3月,负一层,中国旅行社,"270,971 ","5,392 ",2%,18817.4167 ,374 ,14.4,其它,配套服务,旅行社,2014/6/3,2015/6/2,纯保底,0,0,14.4,374 
2015年3月,负一层,维果部落(B1-K07),"27,576 ","2,758 ",10%,11490.0000 ,"1,149 ",2.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/6/22,2015/6/21,保底(含物管费)与流水两者取高,0.1,0,2.4,"1,149 "
2015年3月,负一层,藏鼎堂,"4,147 ","2,516 ",61%,230.4000 ,140 ,18,其它,其它的其它,药房/保健品,2013/6/10,2015/9/30,纯保底,0,2,18,140 
2015年3月,负一层,臻世海参,"33,185 ","6,362 ",19%,1580.2286 ,303 ,21,其它,其它的其它,药房/保健品,2013/9/30,2015/9/29,保底与流水两者取高,0.07,1,21,303 
2015年3月,负一层,Car's Home 卡士通,"46,932 ","15,779 ",34%,214.8901 ,72 ,218.4,其它,配套服务,汽车美容,2013/9/20,2016/9/19,纯保底,0,2,218.4,72 
2015年4月,负一层,曼诺莎,"47,023 ","14,399 ",31%,816.3750 ,250 ,57.6,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/3/22,2015/5/9,纯保底,0.15,2,57.6,250 
2015年4月,负一层,尊和名品,"363,157 ","17,940 ",5%,6578.9348 ,325 ,55.2,其它,其它的其它,烟/酒/茶,2012/12/12,2016/5/9,保底与流水两者取高,0.03,3,55.2,325 
2015年4月,负一层,一席地,"300,244 ","41,674 ",14%,1188.8387 ,165 ,252.552,餐饮,正餐,餐馆/饭店,2012/12/25,2018/5/9,保底与流水两者取高,0.08,5,252.552,165 
2015年4月,负一层,casa miel,"315,782 ","27,757 ",9%,2105.2136 ,185 ,150,餐饮,正餐,餐馆/饭店,2013/1/25,2018/5/9,保底与流水两者取高,0.08,5,150,185 
2015年4月,负一层,咬不得,"559,917 ","60,247 ",11%,1709.1484 ,184 ,327.6,餐饮,正餐,快餐,2013/4/5,2018/6/3,保底与流水两者取高,0.09,5,327.6,184 
2015年4月,负一层,厚道青转小火锅,"248,758 ","34,179 ",14%,1337.4065 ,184 ,186,餐饮,正餐,餐馆/饭店,2013/3/1,2018/5/9,保底与流水两者取高,0.1,5,186,184 
2015年4月,负一层,Xiang Wang 象王洗衣,"45,812 ","5,942 ",13%,1527.0800 ,198 ,30,其它,配套服务,洗衣店,2014/4/1,2016/3/31,纯保底,0,1,30,198 
2015年4月,负一层,华数,"121,723 ","5,404 ",4%,8452.9625 ,375 ,14.4,其它,配套服务,通讯服务,2014/5/28,2015/5/27,纯保底,0,0,14.4,375 
2015年4月,负一层,中国旅行社,"168,995 ","5,408 ",3%,11735.7500 ,376 ,14.4,其它,配套服务,旅行社,2014/6/3,2015/6/2,纯保底,0,0,14.4,376 
2015年4月,负一层,维果部落(B1-K07),"36,240 ","3,624 ",10%,15100.0000 ,"1,510 ",2.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/6/22,2016/6/21,保底(含物管费)与流水两者取高,0.1,1,2.4,"1,510 "
2015年4月,负一层,臻世海参,"50,201 ","6,360 ",13%,2390.5143 ,303 ,21,其它,其它的其它,药房/保健品,2013/9/30,2015/9/29,保底与流水两者取高,0.07,1,21,303 
2015年4月,负一层,Car's Home 卡士通,"27,143 ","15,781 ",58%,124.2802 ,72 ,218.4,其它,配套服务,汽车美容,2013/9/20,2016/9/19,纯保底,0,2,218.4,72 
2015年5月,负一层,曼诺莎,"10,169 ","4,180 ",41%,176.5417 ,73 ,57.6,餐饮,轻餐,咖啡店/面包店/冰激凌,2013/3/22,2015/5/9,纯保底,0.15,2,57.6,73 
2015年5月,负一层,尊和名品,"412,643 ","18,899 ",5%,7475.4130 ,342 ,55.2,其它,其它的其它,烟/酒/茶,2012/12/12,2016/5/9,保底与流水两者取高,0.03,3,55.2,342 
2015年5月,负一层,一席地,"366,324 ","42,567 ",12%,1450.4894 ,169 ,252.552,餐饮,正餐,餐馆/饭店,2012/12/25,2018/5/9,保底与流水两者取高,0.08,5,252.552,169 
2015年5月,负一层,casa miel,"316,092 ","29,017 ",9%,2107.2792 ,193 ,150,餐饮,正餐,餐馆/饭店,2013/1/25,2018/5/9,保底与流水两者取高,0.08,5,150,193 
2015年5月,负一层,咬不得,"597,689 ","63,594 ",11%,1824.4469 ,194 ,327.6,餐饮,正餐,快餐,2013/4/5,2018/6/3,保底与流水两者取高,0.09,5,327.6,194 
2015年5月,负一层,厚道青转小火锅,"273,349 ","38,570 ",14%,1469.6194 ,207 ,186,餐饮,正餐,餐馆/饭店,2013/3/1,2018/5/9,保底与流水两者取高,0.1,5,186,207 
2015年5月,负一层,Xiang Wang 象王洗衣,"28,685 ","5,941 ",21%,956.1800 ,198 ,30,其它,配套服务,洗衣店,2014/4/1,2016/3/31,纯保底,0,1,30,198 
2015年5月,负一层,华数,"89,088 ","4,704 ",5%,6186.6917 ,327 ,14.4,其它,配套服务,通讯服务,2014/5/28,2015/5/27,纯保底,0,0,14.4,327 
2015年5月,负一层,中国旅行社,"324,493 ","5,387 ",2%,22534.2500 ,374 ,14.4,其它,配套服务,旅行社,2014/6/3,2015/6/2,纯保底,0,0,14.4,374 
2015年5月,负一层,维果部落(B1-K07),"41,520 ","4,152 ",10%,17300.0000 ,"1,730 ",2.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/6/22,2016/6/21,保底(含物管费)与流水两者取高,0.1,1,2.4,"1,730 "
2015年5月,负一层,臻世海参,"60,862 ","6,360 ",10%,2898.2057 ,303 ,21,其它,其它的其它,药房/保健品,2013/9/30,2015/9/29,保底与流水两者取高,0.07,1,21,303 
2015年5月,负一层,Car's Home 卡士通,"23,358 ","15,781 ",68%,106.9505 ,72 ,218.4,其它,配套服务,汽车美容,2013/9/20,2016/9/19,纯保底,0,2,218.4,72 
2015年6月,负一层,Puff,"36,954 ","20,158 ",55%,641.5625 ,350 ,57.6,其它,其它的其它,烟/酒/茶,2015/5/10,2017/5/9,保底与流水两者取高,0.17,1,57.6,350 
2015年6月,负一层,尊和名品,"383,550 ","19,331 ",5%,6948.3696 ,350 ,55.2,其它,其它的其它,烟/酒/茶,2012/12/12,2016/5/9,保底与流水两者取高,0.03,3,55.2,350 
2015年6月,负一层,一席地,"361,354 ","42,929 ",12%,1430.8087 ,170 ,252.552,餐饮,正餐,餐馆/饭店,2012/12/25,2018/5/9,保底与流水两者取高,0.09,5,252.552,170 
2015年6月,负一层,casa miel,"296,505 ","28,494 ",10%,1976.6992 ,190 ,150,餐饮,正餐,餐馆/饭店,2013/1/25,2018/5/9,保底与流水两者取高,0.09,5,150,190 
2015年6月,负一层,咬不得,"586,744 ","68,004 ",12%,1791.0385 ,208 ,327.6,餐饮,正餐,快餐,2013/4/5,2018/6/3,保底与流水两者取高,0.09,5,327.6,208 
2015年6月,负一层,厚道青转小火锅,"253,716 ","37,220 ",15%,1364.0645 ,200 ,186,餐饮,正餐,餐馆/饭店,2013/3/1,2018/5/9,保底与流水两者取高,0.11,5,186,200 
2015年6月,负一层,Xiang Wang 象王洗衣,"21,101 ","5,940 ",28%,703.3600 ,198 ,30,其它,配套服务,洗衣店,2014/4/1,2016/3/31,纯保底,0,1,30,198 
2015年6月,负一层,中国旅行社,"380,548 ","6,507 ",2%,26426.9167 ,452 ,14.4,其它,配套服务,旅行社,2014/6/3,2015/6/2,纯保底,0,0,14.4,452 
2015年6月,负一层,维果部落(B1-K07),"36,132 ","4,134 ",11%,15055.0000 ,"1,722 ",2.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/6/22,2016/6/21,保底(含物管费)与流水两者取高,0.1,1,2.4,"1,722 "
2015年6月,负一层,臻世海参,"60,798 ","6,359 ",10%,2895.1429 ,303 ,21,其它,其它的其它,药房/保健品,2013/9/30,2015/9/29,保底与流水两者取高,0.07,1,21,303 
2015年6月,负一层,Car's Home 卡士通,"24,440 ","15,781 ",65%,111.9066 ,72 ,218.4,其它,配套服务,汽车美容,2013/9/20,2016/9/19,纯保底,0,2,218.4,72 
2015年6月,负一层,H.T皮具护理,451 ,"2,200 ",488%,22.1176 ,108 ,20.4,其它,其它的其它,其它,2015/6/17,2016/6/16,纯保底,0,0,20.4,108 
2015年7月,负一层,Puff,"50,669 ","20,161 ",40%,879.6667 ,350 ,57.6,其它,其它的其它,烟/酒/茶,2015/5/10,2017/5/9,保底与流水两者取高,0.17,1,57.6,350 
2015年7月,负一层,尊和名品,"343,151 ","19,319 ",6%,6216.5000 ,350 ,55.2,其它,其它的其它,烟/酒/茶,2012/12/12,2016/5/9,保底与流水两者取高,0.03,3,55.2,350 
2015年7月,负一层,一席地,"393,340 ","42,992 ",11%,1557.4598 ,170 ,252.552,餐饮,正餐,餐馆/饭店,2012/12/25,2018/5/9,保底与流水两者取高,0.09,5,252.552,170 
2015年7月,负一层,casa miel,"298,682 ","28,494 ",10%,1991.2160 ,190 ,150,餐饮,正餐,餐馆/饭店,2013/1/25,2018/5/9,保底与流水两者取高,0.09,5,150,190 
2015年7月,负一层,咬不得,"731,495 ","82,952 ",11%,2232.8901 ,253 ,327.6,餐饮,正餐,快餐,2013/4/5,2018/6/3,保底与流水两者取高,0.1,5,327.6,253 
2015年7月,负一层,厚道青转小火锅,"317,612 ","44,243 ",14%,1707.5935 ,238 ,186,餐饮,正餐,餐馆/饭店,2013/3/1,2018/5/9,保底与流水两者取高,0.11,5,186,238 
2015年7月,负一层,Xiang Wang 象王洗衣,"16,860 ","5,940 ",35%,562.0000 ,198 ,30,其它,配套服务,洗衣店,2014/4/1,2016/3/31,纯保底,0,1,30,198 
