读者ID,读者类型,性别,单位, 
1303AC340216,本科生,男,高材2013-2, 
1303AC340218,本科生,男,高材2013-2, 
1303AC340219,本科生,男,高材2013-2, 
1303AC340221,本科生,男,高材2013-2, 
1303AC340223,本科生,男,高材2013-2, 
1303AC340225,本科生,男,高材2013-2, 
1303AC340227,本科生,男,高材2013-2, 
1303AC340228,本科生,男,高材2013-2, 
1303AD140101,本科生,男,应化2013-1, 
1303AD140102,本科生,男,应化2013-1, 
1303AD140103,本科生,男,应化2013-1, 
1303AD140104,本科生,男,应化2013-1, 
1303AD140106,本科生,男,应化2013-1, 
1303AD140107,本科生,男,应化2013-1, 
1303AD140108,本科生,男,应化2013-1, 
1303AD140109,本科生,男,应化2013-1, 
1303AD140110,本科生,男,应化2013-1, 
1303AD140111,本科生,男,应化2013-1, 
1303AD140112,本科生,男,应化2013-1, 
1303AD140113,本科生,男,应化2013-1, 
1303AD140115,本科生,男,应化2013-1, 
1303AD140117,本科生,男,应化2013-1, 
1303AD140118,本科生,男,应化2013-1, 
1303AD140119,本科生,男,应化2013-1, 
1303AD140121,本科生,男,应化2013-1, 
1303AD140123,本科生,男,应化2013-1, 
1303AD140124,本科生,男,应化2013-1, 
1303AD140126,本科生,男,应化2013-1, 
1303AD140201,本科生,男,应化2013-2, 
1303AD140203,本科生,男,应化2013-2, 
1303AD140206,本科生,男,应化2013-2, 
1303AD140207,本科生,男,应化2013-2, 
1303AD140209,本科生,男,应化2013-2, 
1303AD140210,本科生,男,应化2013-2, 
1303AD140211,本科生,男,应化2013-2, 
1303AD140213,本科生,男,应化2013-2, 
1303AD140214,本科生,男,应化2013-2, 
1303AD140216,本科生,男,应化2013-2, 
1303AD140220,本科生,男,应化2013-2, 
1303AD140221,本科生,男,应化2013-2, 
1303AD140222,本科生,男,应化2013-2, 
1303AD140223,本科生,男,应化2013-2, 
1303AD140225,本科生,男,应化2013-2, 
1303AD240101,本科生,男,化学2013-1, 
1303AD240102,本科生,男,化学2013-1, 
1303AD240104,本科生,男,化学2013-1, 
1303AD240105,本科生,男,化学2013-1, 
1303AD240106,本科生,男,化学2013-1, 
1303AD240107,本科生,男,化学2013-1, 
1303AD240109,本科生,男,化学2013-1, 
1303AD240110,本科生,男,化学2013-1, 
1303AD240111,本科生,男,化学2013-1, 
1303AD240112,本科生,男,化学2013-1, 
1303AD240113,本科生,男,化学2013-1, 
1303AD240114,本科生,男,化学2013-1, 
1303AD240116,本科生,男,化学2013-1, 
1303AD240118,本科生,男,化学2013-1, 
1303AD240123,本科生,男,化学2013-1, 
1303AD240124,本科生,男,化学2013-1, 
1303AE140101,本科生,男,能源2013-1, 
1303AE140103,本科生,男,能源2013-1, 
1303AE140105,本科生,男,能源2013-1, 
1303AE140106,本科生,男,能源2013-1, 
1303AE140107,本科生,男,能源2013-1, 
1303AE140109,本科生,男,能源2013-1, 
1303AE140112,本科生,男,能源2013-1, 
1303AE140115,本科生,男,能源2013-1, 
1303AE140121,本科生,男,能源2013-1, 
1303AE140124,本科生,男,能源2013-1, 
1303AE140125,本科生,男,能源2013-1, 
1303AE140127,本科生,男,能源2013-1, 
1303AE140128,本科生,男,能源2013-1, 
1303AE140205,本科生,男,能源2013-2, 
1303AE140206,本科生,男,能源2013-2, 
1303AE140207,本科生,男,能源2013-2, 
1303AE140208,本科生,男,能源2013-2, 
1303AE140210,本科生,男,能源2013-2, 
1303AE140211,本科生,男,能源2013-2, 
1303AE140212,本科生,男,能源2013-2, 
1303AE140213,本科生,男,能源2013-2, 
1303AE140214,本科生,男,能源2013-2, 
1303AE140216,本科生,男,能源2013-2, 
1303AE140219,本科生,男,能源2013-2, 
1303AE140221,本科生,男,能源2013-2, 
1303AE140222,本科生,男,能源2013-2, 
1303AE140224,本科生,男,能源2013-2, 
1303AE140227,本科生,男,能源2013-2, 
1304AC140101,本科生,男,机自2013-1, 
1304AC140102,本科生,男,机自2013-1, 
1304AC140103,本科生,男,机自2013-1, 
1304AC140104,本科生,男,机自2013-1, 
1304AC140105,本科生,男,机自2013-1, 
1304AC140106,本科生,男,机自2013-1, 
1304AC140107,本科生,男,机自2013-1, 
1304AC140108,本科生,男,机自2013-1, 
1304AC140109,本科生,男,机自2013-1, 
1304AC140110,本科生,男,机自2013-1, 
1304AC140112,本科生,男,机自2013-1, 
1304AC140114,本科生,男,机自2013-1, 
1304AC140115,本科生,男,机自2013-1, 
1304AC140116,本科生,男,机自2013-1, 
1304AC140118,本科生,男,机自2013-1, 
1304AC140119,本科生,男,机自2013-1, 
1304AC140120,本科生,男,机自2013-1, 
1304AC140121,本科生,男,机自2013-1, 
1304AC140122,本科生,男,机自2013-1, 
1304AC140124,本科生,男,机自2013-1, 
1304AC140125,本科生,男,机自2013-1, 
1304AC140128,本科生,男,机自2013-1, 
1304AC140129,本科生,男,机自2013-1, 
1304AC140130,本科生,男,机自2013-1, 
1304AC140131,本科生,男,机自2013-1, 
1304AC140132,本科生,男,机自2013-1, 
1304AC140201,本科生,男,机自2013-2, 
1304AC140202,本科生,男,机自2013-2, 
1304AC140203,本科生,男,机自2013-2, 
1304AC140204,本科生,男,机自2013-2, 
1304AC140205,本科生,男,机自2013-2, 
1304AC140206,本科生,男,机自2013-2, 
1304AC140207,本科生,男,机自2013-2, 
1304AC140208,本科生,男,机自2013-2, 
1304AC140209,本科生,男,机自2013-2, 
1304AC140210,本科生,男,机自2013-2, 
1304AC140211,本科生,男,机自2013-2, 
1304AC140217,本科生,男,机自2013-2, 
1304AC140218,本科生,男,机自2013-2, 
1304AC140219,本科生,男,机自2013-2, 
1304AC140220,本科生,男,机自2013-2, 
1304AC140222,本科生,男,机自2013-2, 
1304AC140224,本科生,男,机自2013-2, 
1304AC140226,本科生,男,机自2013-2, 
1304AC140227,本科生,男,机自2013-2, 
1304AC140228,本科生,男,机自2013-2, 
1304AC140230,本科生,男,机自2013-2, 
1304AC140231,本科生,男,机自2013-2, 
1304AC140301,本科生,男,机自2013-3, 
1304AC140302,本科生,男,机自2013-3, 
1304AC140303,本科生,男,机自2013-3, 
1304AC140304,本科生,男,机自2013-3, 
1304AC140305,本科生,男,机自2013-3, 
1304AC140306,本科生,男,机自2013-3, 
1304AC140307,本科生,男,机自2013-3, 
1304AC140308,本科生,男,机自2013-3, 
1304AC140309,本科生,男,机自2013-3, 
1304AC140310,本科生,男,机自2013-3, 
1304AC140311,本科生,男,机自2013-3, 
1304AC140312,本科生,男,机自2013-3, 
1304AC140317,本科生,男,机自2013-3, 
1304AC140319,本科生,男,机自2013-3, 
1304AC140320,本科生,男,机自2013-3, 
1304AC140321,本科生,男,机自2013-3, 
1304AC140322,本科生,男,机自2013-3, 
1304AC140323,本科生,男,机自2013-3, 
1304AC140325,本科生,男,机自2013-3, 
1304AC140328,本科生,男,机自2013-3, 
1304AC140329,本科生,男,机自2013-3, 
1304AC140331,本科生,男,机自2013-3, 
1304AC140401,本科生,男,机自2013-4, 
1304AC140402,本科生,男,机自2013-4, 
1304AC140403,本科生,男,机自2013-4, 
1304AC140405,本科生,男,机自2013-4, 
1304AC140407,本科生,男,机自2013-4, 
1304AC140408,本科生,男,机自2013-4, 
1304AC140410,本科生,男,机自2013-4, 
1304AC140412,本科生,男,机自2013-4, 
1304AC140413,本科生,男,机自2013-4, 
1304AC140414,本科生,男,机自2013-4, 
1304AC140415,本科生,男,机自2013-4, 
1304AC140416,本科生,男,机自2013-4, 
1304AC140417,本科生,男,机自2013-4, 
1304AC140418,本科生,男,机自2013-4, 
1304AC140419,本科生,男,机自2013-4, 
1304AC140420,本科生,男,机自2013-4, 
1304AC140421,本科生,男,机自2013-4, 
1304AC140422,本科生,男,机自2013-4, 
1304AC140424,本科生,男,机自2013-4, 
1304AC140427,本科生,男,机自2013-4, 
1304AC140428,本科生,男,机自2013-4, 
1304AC140429,本科生,男,机自2013-4, 
1304AC140430,本科生,男,机自2013-4, 
1304AC140431,本科生,男,机自2013-4, 
1304AD140102,本科生,男,材料2013-1, 
1304AD140104,本科生,男,材料2013-1, 
1304AD140106,本科生,男,材料2013-1, 
1304AD140108,本科生,男,材料2013-1, 
1304AD140111,本科生,男,材料2013-1, 
1304AD140113,本科生,男,材料2013-1, 
1304AD140116,本科生,男,材料2013-1, 
1304AD140117,本科生,男,材料2013-1, 
1304AD140118,本科生,男,材料2013-1, 
1304AD140119,本科生,男,材料2013-1, 
1304AD140120,本科生,男,材料2013-1, 
1304AD140121,本科生,男,材料2013-1, 
1304AD140122,本科生,男,材料2013-1, 
1304AD140123,本科生,男,材料2013-1, 
1304AD140124,本科生,男,材料2013-1, 
1304AD140125,本科生,男,材料2013-1, 
1304AD140126,本科生,男,材料2013-1, 
1304AD140127,本科生,男,材料2013-1, 
1304AD140128,本科生,男,材料2013-1, 
1304AD140129,本科生,男,材料2013-1, 
1304AD140202,本科生,男,材料2013-2, 
1304AD140203,本科生,男,材料2013-2, 
1304AD140204,本科生,男,材料2013-2, 
1304AD140205,本科生,男,材料2013-2, 
1304AD140206,本科生,男,材料2013-2, 
1304AD140207,本科生,男,材料2013-2, 
1304AD140208,本科生,男,材料2013-2, 
1304AD140209,本科生,男,材料2013-2, 
1304AD140210,本科生,男,材料2013-2, 
1304AD140211,本科生,男,材料2013-2, 
1304AD140212,本科生,男,材料2013-2, 
1304AD140213,本科生,男,材料2013-2, 
1304AD140214,本科生,男,材料2013-2, 
1304AD140215,本科生,男,材料2013-2, 
1304AD140217,本科生,男,材料2013-2, 
1304AD140218,本科生,男,材料2013-2, 
1304AD140219,本科生,男,材料2013-2, 
1304AD140220,本科生,男,材料2013-2, 
1304AD140221,本科生,男,材料2013-2, 
1304AD140223,本科生,男,材料2013-2, 
1304AD140226,本科生,男,材料2013-2, 
1304AD140228,本科生,男,材料2013-2, 
1304AE140101,本科生,男,装备2013-1, 
1304AE140102,本科生,男,装备2013-1, 
1304AE140103,本科生,男,装备2013-1, 
1304AE140104,本科生,男,装备2013-1, 
1304AE140105,本科生,男,装备2013-1, 
1304AE140106,本科生,男,装备2013-1, 
1304AE140108,本科生,男,装备2013-1, 
1304AE140110,本科生,男,装备2013-1, 
1304AE140112,本科生,男,装备2013-1, 
1304AE140113,本科生,男,装备2013-1, 
1304AE140114,本科生,男,装备2013-1, 
1304AE140117,本科生,男,装备2013-1, 
1304AE140119,本科生,男,装备2013-1, 
1304AE140122,本科生,男,装备2013-1, 
1304AE140125,本科生,男,装备2013-1, 
1304AE140127,本科生,男,装备2013-1, 
1304AE140128,本科生,男,装备2013-1, 
1304AE140129,本科生,男,装备2013-1, 
1304AE140201,本科生,男,装备2013-2, 
1304AE140203,本科生,男,装备2013-2, 
1304AE140204,本科生,男,装备2013-2, 
1304AE140205,本科生,男,装备2013-2, 
1304AE140206,本科生,男,装备2013-2, 
1304AE140207,本科生,男,装备2013-2, 
1304AE140208,本科生,男,装备2013-2, 
1304AE140210,本科生,男,装备2013-2, 
1304AE140211,本科生,男,装备2013-2, 
1304AE140212,本科生,男,装备2013-2, 
1304AE140214,本科生,男,装备2013-2, 
1304AE140216,本科生,男,装备2013-2, 
1304AE140217,本科生,男,装备2013-2, 
1304AE140218,本科生,男,装备2013-2, 
1304AE140220,本科生,男,装备2013-2, 
1304AE140221,本科生,男,装备2013-2, 
1304AE140222,本科生,男,装备2013-2, 
1304AE140224,本科生,男,装备2013-2, 
1304AE140225,本科生,男,装备2013-2, 
1304AE140226,本科生,男,装备2013-2, 
1304AE140228,本科生,男,装备2013-2, 
1304AE140301,本科生,男,装备2013-3, 
1304AE140302,本科生,男,装备2013-3, 
1304AE140303,本科生,男,装备2013-3, 
1304AE140304,本科生,男,装备2013-3, 
1304AE140305,本科生,男,装备2013-3, 
1304AE140307,本科生,男,装备2013-3, 
1304AE140308,本科生,男,装备2013-3, 
1304AE140309,本科生,男,装备2013-3, 
1304AE140310,本科生,男,装备2013-3, 
1304AE140311,本科生,男,装备2013-3, 
1304AE140312,本科生,男,装备2013-3, 
1304AE140313,本科生,男,装备2013-3, 
1304AE140314,本科生,男,装备2013-3, 
1304AE140315,本科生,男,装备2013-3, 
1304AE140316,本科生,男,装备2013-3, 
1304AE140320,本科生,男,装备2013-3, 
1304AE140321,本科生,男,装备2013-3, 
1304AE140323,本科生,男,装备2013-3, 
1304AE140324,本科生,男,装备2013-3, 
1304AE140325,本科生,男,装备2013-3, 
1304AE140326,本科生,男,装备2013-3, 
1304AE140327,本科生,男,装备2013-3, 
1304AE240102,本科生,男,力学2013-1, 
1304AE240107,本科生,男,力学2013-1, 
1304AE240109,本科生,男,力学2013-1, 
1304AE240110,本科生,男,力学2013-1, 
1304AE240111,本科生,男,力学2013-1, 
1304AE240112,本科生,男,力学2013-1, 
1304AE240116,本科生,男,力学2013-1, 
1304AE240117,本科生,男,力学2013-1, 
1304AE240118,本科生,男,力学2013-1, 
1304AE240119,本科生,男,力学2013-1, 
1304AE240120,本科生,男,力学2013-1, 
1304AE240121,本科生,男,力学2013-1, 
1304AE240122,本科生,男,力学2013-1, 
1304AE240123,本科生,男,力学2013-1, 
1304AE240124,本科生,男,力学2013-1, 
1304AE240125,本科生,男,力学2013-1, 
1304AE240126,本科生,男,力学2013-1, 
1304AE240127,本科生,男,力学2013-1, 
1304AE240128,本科生,男,力学2013-1, 
1304AE240129,本科生,男,力学2013-1, 
1304AF140101,本科生,男,设计2013-1, 
1304AF140102,本科生,男,设计2013-1, 
1304AF140103,本科生,男,设计2013-1, 
1304AF140104,本科生,男,设计2013-1, 
1304AF140105,本科生,男,设计2013-1, 
1304AF140106,本科生,男,设计2013-1, 
1304AF140107,本科生,男,设计2013-1, 
1304AF140108,本科生,男,设计2013-1, 
1304AF140110,本科生,男,设计2013-1, 
1304AF140111,本科生,男,设计2013-1, 
1304AF140114,本科生,男,设计2013-1, 
1304AF140115,本科生,男,设计2013-1, 
1304AF140118,本科生,男,设计2013-1, 
1304AF140119,本科生,男,设计2013-1, 
1304AF140202,本科生,男,设计2013-2, 
1304AF140203,本科生,男,设计2013-2, 
1304AF140204,本科生,男,设计2013-2, 
1304AF140207,本科生,男,设计2013-2, 
1304AF140209,本科生,男,设计2013-2, 
1304AF140213,本科生,男,设计2013-2, 
1304AF140218,本科生,男,设计2013-2, 
1304AG140101,本科生,男,车辆2013-1, 
1304AG140103,本科生,男,车辆2013-1, 
1304AG140106,本科生,男,车辆2013-1, 
1304AG140107,本科生,男,车辆2013-1, 
1304AG140108,本科生,男,车辆2013-1, 
1304AG140109,本科生,男,车辆2013-1, 
1304AG140110,本科生,男,车辆2013-1, 
1304AG140116,本科生,男,车辆2013-1, 
1304AG140118,本科生,男,车辆2013-1, 
1304AG140119,本科生,男,车辆2013-1, 
1304AG140122,本科生,男,车辆2013-1, 
1304AG140123,本科生,男,车辆2013-1, 
1304AG140124,本科生,男,车辆2013-1, 
1304AG140125,本科生,男,车辆2013-1, 
1304AG140126,本科生,男,车辆2013-1, 
1304AG140129,本科生,男,车辆2013-1, 
1304AG140130,本科生,男,车辆2013-1, 
1304AG140201,本科生,男,车辆2013-2, 
1304AG140204,本科生,男,车辆2013-2, 
1304AG140205,本科生,男,车辆2013-2, 
1304AG140206,本科生,男,车辆2013-2, 
1304AG140207,本科生,男,车辆2013-2, 
1304AG140208,本科生,男,车辆2013-2, 
1304AG140209,本科生,男,车辆2013-2, 
1304AG140210,本科生,男,车辆2013-2, 
1304AG140211,本科生,男,车辆2013-2, 
1304AG140213,本科生,男,车辆2013-2, 
1304AG140214,本科生,男,车辆2013-2, 
1304AG140215,本科生,男,车辆2013-2, 
1304AG140216,本科生,男,车辆2013-2, 
1304AG140218,本科生,男,车辆2013-2, 
1304AG140219,本科生,男,车辆2013-2, 
1304AG140222,本科生,男,车辆2013-2, 
1304AG140223,本科生,男,车辆2013-2, 
1304AG140224,本科生,男,车辆2013-2, 
1304AG140226,本科生,男,车辆2013-2, 
1304AG140228,本科生,男,车辆2013-2, 
1304AG140229,本科生,男,车辆2013-2, 
1305AC150101,本科生,男,建筑2013-1, 
1305AC150103,本科生,男,建筑2013-1, 
1305AC150104,本科生,男,建筑2013-1, 
1305AC150106,本科生,男,建筑2013-1, 
1305AC150107,本科生,男,建筑2013-1, 
1305AC150108,本科生,男,建筑2013-1, 
1305AC150109,本科生,男,建筑2013-1, 
1305AC150110,本科生,男,建筑2013-1, 
1305AC150111,本科生,男,建筑2013-1, 
1305AC150112,本科生,男,建筑2013-1, 
1305AC150115,本科生,男,建筑2013-1, 
1305AC150116,本科生,男,建筑2013-1, 
1305AC150202,本科生,男,建筑2013-2, 
1305AC150203,本科生,男,建筑2013-2, 
1305AC150206,本科生,男,建筑2013-2, 
1305AC150208,本科生,男,建筑2013-2, 
1305AC150209,本科生,男,建筑2013-2, 
1305AC150211,本科生,男,建筑2013-2, 
1305AC150213,本科生,男,建筑2013-2, 
1305AC150214,本科生,男,建筑2013-2, 
1305AC150215,本科生,男,建筑2013-2, 
1305AC150217,本科生,男,建筑2013-2, 
1305AC150218,本科生,男,建筑2013-2, 
1305AD140101,本科生,男,土木2013-1, 
1305AD140102,本科生,男,土木2013-1, 
1305AD140103,本科生,男,土木2013-1, 
1305AD140104,本科生,男,土木2013-1, 
1305AD140107,本科生,男,土木2013-1, 
1305AD140109,本科生,男,土木2013-1, 
1305AD140110,本科生,男,土木2013-1, 
1305AD140111,本科生,男,土木2013-1, 
1305AD140112,本科生,男,土木2013-1, 
1305AD140113,本科生,男,土木2013-1, 
1305AD140118,本科生,男,土木2013-1, 
1305AD140119,本科生,男,土木2013-1, 
1305AD140120,本科生,男,土木2013-1, 
1305AD140122,本科生,男,土木2013-1, 
1305AD140123,本科生,男,土木2013-1, 
1305AD140126,本科生,男,土木2013-1, 
1305AD140127,本科生,男,土木2013-1, 
1305AD140128,本科生,男,土木2013-1, 
1305AD140129,本科生,男,土木2013-1, 
1305AD140201,本科生,男,土木2013-2, 
1305AD140202,本科生,男,土木2013-2, 
1305AD140203,本科生,男,土木2013-2, 
1305AD140204,本科生,男,土木2013-2, 
1305AD140206,本科生,男,土木2013-2, 
1305AD140208,本科生,男,土木2013-2, 
1305AD140209,本科生,男,土木2013-2, 
1305AD140210,本科生,男,土木2013-2, 
1305AD140212,本科生,男,土木2013-2, 
1305AD140214,本科生,男,土木2013-2, 
1305AD140215,本科生,男,土木2013-2, 
1305AD140217,本科生,男,土木2013-2, 
1305AD140218,本科生,男,土木2013-2, 
1305AD140221,本科生,男,土木2013-2, 
1305AD140226,本科生,男,土木2013-2, 
1305AD140227,本科生,男,土木2013-2, 
1305AD140228,本科生,男,土木2013-2, 
