年龄,身高,学历,工资,家乡,婚姻,住房,自我介绍,对象年龄,对象身高,对象学历,对象薪水,对象家乡,对象婚姻,对象住房,最低工资,最高工资,平均工资,对象最低年龄,对象最高年龄,对象平均年龄,对象最低身高,对象最高身高,对象平均身高,对象最低薪水,对象最高薪水,对象平均薪水
54,150,高中,2000-5000,江西省,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",47 - 58,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",江西省,不限,不限,2000,5000,3500,47,58,52.5,160,211,185.5,0,0,0
60,164,初中,2000以下,浙江省,离异,以后再告诉你,"['自强', '自信', '女人', '时间', '走长', '久', '间', '累', '多想', '有个', '肩膀', '一靠', '希望', '找', '后半生', '伴侣']",50 - 58,170 - 180,不限,"2000以下,2000-5000,5000-10000,10000-20000,20000-50000",浙江省,离异,"以后再告诉你,与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",2000,2000,2000,50,58,54,170,180,175,0,0,0
64,160,本科,2000以下,浙江省,丧偶,已购房(无贷款),"['我于', '1956', '年', '30', '日出', '生于', '军人家庭', '父亲', '革命', '受', '老爸', '影响']",57 - 65,170 - 176,不限,"2000以下,2000-5000,5000-10000,10000-20000,20000-50000",浙江省,"离异,丧偶",已购房(无贷款),2000,2000,2000,57,65,61,170,176,173,0,0,0
65,160,大专,2000-5000,黑龙江省,离异,已购房(无贷款),"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",60 - 71,160 - 180,不限,0-0,黑龙江省,不限,不限,2000,5000,3500,60,71,65.5,160,180,170,0,0,0
26,160,高中,2000-5000,以后告诉你,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",21 - 32,160 - 180,不限,0-0,不限,不限,不限,2000,5000,3500,21,32,26.5,160,180,170,0,0,0
38,159,高中,2000以下,以后告诉你,离异,租房,"['来到', '希望', '朋友', '期待', '快快', '发信']",32 - 40,170 - 182,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","5000-10000,10000-20000",福建省,不限,"与父母同住,已购房(有贷款),已购房(无贷款),需要时购置",2000,2000,2000,32,40,36,170,182,176,10000,10000,10000
63,170,高中,2000-5000,甘肃省,离异,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",61 - 71,170 - 190,不限,"2000以下,2000-5000",甘肃省,未婚,"以后再告诉你,与父母同住,租房,已购房(有贷款),已购房(无贷款),住单位房,住亲朋家",2000,5000,3500,61,71,66,170,190,180,0,0,0
61,163,中专/职高/技校,2000-5000,江西省,离异,已购房(无贷款),"['幸福', '两人', '牵手', '偕老', '一辈子', '迎接', '心爱', '希望']",58 - 62,170 - 180,"高中,大专","2000-5000,5000-10000",江西省,不限,已购房(无贷款),2000,5000,3500,58,62,60,170,180,175,5000,5000,5000
67,154,高中,2000-5000,辽宁省,丧偶,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",68 - 71,170 - 175,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000",辽宁省,丧偶,"以后再告诉你,住单位房,住亲朋家",2000,5000,3500,68,71,69.5,170,175,172.5,0,0,0
27,156,本科,5000-10000,以后告诉你,未婚,以后再告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",25 - 30,175 - 180,"本科,硕士,博士","10000-20000,20000-50000",不限,未婚,"已购房(无贷款),已购房(有贷款)",5000,10000,7500,25,30,27.5,175,180,177.5,20000,20000,20000
44,144,初中,2000以下,湖北省,离异,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",39 - 50,144 - 164,不限,0-0,湖北省,不限,不限,2000,2000,2000,39,50,44.5,144,164,154,0,0,0
31,163,硕士,10000-20000,日本,未婚,住单位房,"['温柔', '体贴', '顾家', '女生', '日本', '年', '兵库县', '工作', '27', '岁', '高中毕业', '日本', '前', '六年', '九州岛', '读', '本科', '研究生', '2014', '年', '就职', '于大手', '企业', '自行车', '公路', '赛车', '跑车', '相关', '工作', '工作', '稳定', '福利', '丰厚', '家乡', '天津', '父母', '尚未', '退休', '家境', '小康', '业余时间', '喜欢', '在家', '读书', '做', '喜欢', '美食', '逛街', '朋友', '聚会', '家庭', '重心', '女生', '全力支持', '丈夫', '事业', '整顿', '生活', '事业', '大后方', '生活', '希望', '找到', '一位', '责任心', '担当', '真', '心想', '成家', '男友', '希望', '男士', '请', '写信', '一封信', '仔细阅读']",27 - 40,172 - 183,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",日本,未婚,"以后再告诉你,与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",10000,20000,15000,27,40,33.5,172,183,177.5,0,0,0
63,156,初中,2000以下,吉林省,离异,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",58 - 69,156 - 176,不限,0-0,吉林省,不限,不限,2000,2000,2000,58,69,63.5,156,176,166,0,0,0
21,152,初中,2000-5000,天津市,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",18 - 27,152 - 172,不限,0-0,天津市,不限,不限,2000,5000,3500,18,27,22.5,152,172,162,0,0,0
24,172,本科,2000-5000,香港特别行政区,未婚,以后再告诉你,"['幸福', '两人', '牵手', '偕老', '一辈子', '迎接', '心爱', '希望']",19 - 30,172 - 192,不限,0-0,香港特别行政区,不限,不限,2000,5000,3500,19,30,24.5,172,192,182,0,0,0
69,174,初中,2000以下,内蒙古自治区,丧偶,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",24 - 24,160 - 172,不限,2000-5000,内蒙古自治区,未婚,不限,2000,2000,2000,24,24,24,160,172,166,2000,5000,3500
45,144,初中,2000以下,河南省,离异,租房,"['来到', '希望', '朋友', '期待', '快快', '发信']",45 - 55,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",河南省,不限,不限,2000,2000,2000,45,55,50,160,211,185.5,0,0,0
49,155,初中,2000以下,吉林省,离异,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",45 - 56,155 - 175,不限,0-0,吉林省,不限,不限,2000,2000,2000,45,56,50.5,155,175,165,0,0,0
30,165,本科,5000-10000,台湾省,未婚,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",25 - 36,165 - 185,不限,0-0,台湾省,不限,不限,5000,10000,7500,25,36,30.5,165,185,175,0,0,0
67,168,中专/职高/技校,2000-5000,河北省,离异,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",61 - 72,168 - 188,不限,0-0,河北省,不限,不限,2000,5000,3500,61,72,66.5,168,188,178,0,0,0
22,158,大专,2000以下,香港特别行政区,未婚,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",18 - 29,170 - 180,不限,0-0,广东省,未婚,已购房(无贷款),2000,2000,2000,18,29,23.5,170,180,175,0,0,0
29,164,硕士,5000-10000,Waikato,未婚,以后告诉你,"['幸福', '两人', '牵手', '偕老', '一辈子', '迎接', '心爱', '希望']",25 - 36,164 - 184,不限,0-0,不限,不限,不限,5000,10000,7500,25,36,30.5,164,184,174,0,0,0
33,166,硕士,5000-10000,以后告诉你,未婚,以后再告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",32 - 40,166 - 186,"本科,硕士,博士","5000-10000,10000-20000,20000-50000",不限,未婚,不限,5000,10000,7500,32,40,36,166,186,176,10000,10000,10000
27,160,本科,5000-10000,以后告诉你,未婚,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",22 - 33,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",不限,不限,不限,5000,10000,7500,22,33,27.5,160,211,185.5,0,0,0
36,160,本科,2000-5000,越南,未婚,以后告诉你,"['国家', '越南', '网', '真心', '寻找', '谱', '希望', '生活', '中', '相互', '扶持', '幸福', '安逸', '美好生活', '愿望', '并不大', '希望', '相伴']",29 - 34,不限,不限,0-0,不限,不限,不限,2000,5000,3500,29,34,31.5,0,0,0,0,0,0
65,160,初中,2000以下,黑龙江省,未婚,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",61 - 72,160 - 180,不限,0-0,黑龙江省,不限,不限,2000,2000,2000,61,72,66.5,160,180,170,0,0,0
31,160,硕士,5000-10000,澳大利亚,未婚,租房,"['走', '久', '会累', '陪', '冬日', '午后', '晒太阳', '握住', '手', '陪', '慢慢', '变老', '追求', '幸']",24 - 29,不限,不限,0-0,不限,不限,不限,5000,10000,7500,24,29,26.5,0,0,0,0,0,0
64,158,高中,2000以下,湖南省,离异,租房,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",65 - 65,173 - 173,高中,5000-10000,不限,"离异,丧偶",已购房(无贷款),2000,2000,2000,65,65,65,173,173,173,5000,10000,7500
55,166,大专,2000-5000,内蒙古自治区,离异,以后告诉你,"['\u3000', '\u3000', '来到', '希望', '朋友', '期待', '快快', '发信']",30 - 36,175 - 210,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",内蒙古自治区,不限,不限,2000,5000,3500,30,36,33,175,210,192.5,0,0,0
55,165,高中,2000-5000,内蒙古自治区,丧偶,已购房(无贷款),"['事业心', '请', '勿扰', '以过', '激情', '年']",48 - 53,165 - 185,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",内蒙古自治区,不限,不限,2000,5000,3500,48,53,50.5,165,185,175,0,0,0
21,148,大专,2000-5000,浙江省,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",18 - 27,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",浙江省,不限,不限,2000,5000,3500,18,27,22.5,160,211,185.5,0,0,0
26,165,本科,2000-5000,以后告诉你,未婚,以后再告诉你,"['等待', '只为', '相遇', '相识', '相爱', '遥远', '未来', '夕阳', '携手', '慢慢', '变老']",33 - 40,175 - 185,不限,"2000以下,2000-5000,5000-10000,10000-20000,20000-50000",不限,不限,"以后再告诉你,与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",2000,5000,3500,33,40,36.5,175,185,180,0,0,0
25,175,博士,>50000,青海省,未婚,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",20 - 60,150 - 195,不限,0-0,青海省,不限,不限,50000,50000,50000,20,60,40,150,195,172.5,0,0,0
25,171,博士,20000-50000,青海省,未婚,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",20 - 60,150 - 191,不限,0-0,青海省,不限,不限,20000,50000,35000,20,60,40,150,191,170.5,0,0,0
58,160,初中,2000以下,辽宁省,丧偶,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",56 - 66,170 - 190,不限,"2000以下,2000-5000",辽宁省,未婚,"以后再告诉你,与父母同住,租房,已购房(有贷款),已购房(无贷款),住单位房,住亲朋家",2000,2000,2000,56,66,61,170,190,180,0,0,0
67,155,初中,>50000,广东省,未婚,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",65 - 75,170 - 190,不限,"2000以下,2000-5000",广东省,未婚,"以后再告诉你,与父母同住,租房,已购房(有贷款),已购房(无贷款),住单位房,住亲朋家",50000,50000,50000,65,75,70,170,190,180,0,0,0
41,165,高中,2000以下,宁夏回族自治区,离异,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",38 - 46,165 - 190,不限,0-0,宁夏回族自治区,不限,不限,2000,2000,2000,38,46,42,165,190,177.5,0,0,0
28,151,本科,>50000,海南省,未婚,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",27 - 37,170 - 190,不限,"2000以下,2000-5000",海南省,未婚,"以后再告诉你,与父母同住,租房,已购房(有贷款),已购房(无贷款),住单位房,住亲朋家",50000,50000,50000,27,37,32,170,190,180,0,0,0
33,152,高中,>50000,西藏自治区,未婚,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",31 - 41,170 - 190,不限,"2000以下,2000-5000",西藏自治区,未婚,"以后再告诉你,与父母同住,租房,已购房(有贷款),已购房(无贷款),住单位房,住亲朋家",50000,50000,50000,31,41,36,170,190,180,0,0,0
55,162,大专,2000以下,贵州省,离异,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '爱', '我会', '努力', '寻找', '珍惜', '放手', '会员', '看不见', '加锁', '消息', '请', '见谅', '有意', '请留下', '联系方式', '谢谢']",54 - 60,175 - 211,"高中,大专","5000-10000,10000-20000,20000-50000",贵州省,离异,以后再告诉你,2000,2000,2000,54,60,57,175,211,193,10000,10000,10000
24,155,初中,2000以下,西藏自治区,未婚,以后再告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",19 - 30,155 - 175,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",0-0,西藏自治区,不限,"以后再告诉你,与父母同住,租房,已购房(有贷款),已购房(无贷款),住单位房,住亲朋家",2000,2000,2000,19,30,24.5,155,175,165,0,0,0
20,160,大专,2000-5000,钓鱼岛,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",18 - 26,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",钓鱼岛,不限,不限,2000,5000,3500,18,26,22,160,211,185.5,0,0,0
24,163,本科,2000-5000,香港特别行政区,未婚,以后告诉你,"['香港', '香港', '网', '真心', '寻找', '谱', '希望', '生活', '中', '相互', '扶持', '幸福', '安逸', '美好生活', '愿望', '并不大', '希望', '相伴']",18 - 29,163 - 183,不限,0-0,香港特别行政区,不限,不限,2000,5000,3500,18,29,23.5,163,183,173,0,0,0
26,168,本科,10000-20000,台湾省,未婚,租房,,22 - 33,168 - 188,不限,0-0,台湾省,不限,不限,10000,20000,15000,22,33,27.5,168,188,178,0,0,0
25,166,大专,10000-20000,以后告诉你,未婚,与父母同住,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",22 - 26,170 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","5000-10000,10000-20000,20000-50000",贵州省,未婚,不限,10000,20000,15000,22,26,24,170,211,190.5,10000,10000,10000
28,165,本科,10000-20000,香港特别行政区,未婚,以后再告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",23 - 34,165 - 185,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",0-0,香港特别行政区,未婚,不限,10000,20000,15000,23,34,28.5,165,185,175,0,0,0
24,160,本科,10000-20000,澳门特别行政区,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",19 - 30,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",澳门特别行政区,不限,不限,10000,20000,15000,19,30,24.5,160,211,185.5,0,0,0
23,161,大专,10000-20000,台湾省,未婚,租房,,26 - 33,170 - 188,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","10000-20000,20000-50000",台湾省,不限,"已购房(有贷款),已购房(无贷款),需要时购置",10000,20000,15000,26,33,29.5,170,188,179,20000,20000,20000
31,160,高中,2000-5000,台湾省,离异,租房,,30 - 40,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",台湾省,离异,已购房(无贷款),2000,5000,3500,30,40,35,160,211,185.5,0,0,0
30,163,大专,5000-10000,澳门特别行政区,未婚,租房,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",25 - 38,163 - 183,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",0-0,澳门特别行政区,未婚,不限,5000,10000,7500,25,38,31.5,163,183,173,0,0,0
30,160,初中,2000以下,台湾省,未婚,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",25 - 36,160 - 180,不限,0-0,台湾省,不限,不限,2000,2000,2000,25,36,30.5,160,180,170,0,0,0
30,170,大专,10000-20000,澳门特别行政区,未婚,需要时购置,"['澳门', '工作', '福建', '珍惜', '愿', '余生', '遗憾']",27 - 39,176 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",20000-50000,澳门特别行政区,不限,不限,10000,20000,15000,27,39,33,176,211,193.5,20000,50000,35000
35,158,硕士,10000-20000,以后告诉你,未婚,以后再告诉你,"['开朗', '独立', '女孩', '工作', '滋', '賀', '県', '米', '原', '市', '平时', '业余时间', '喜欢', '旅行', '理想', '中', '约会', '方式', '做饭', '相依相偎', '希望', '将来', '安定', '温馨', '生活', '希望', '责任心', '事业心', '体贴', '幽默', '稳重', '男士', '希望', '网能', '找到', '牵手', '一辈子']",26 - 35,170 - 180,不限,"2000以下,2000-5000,5000-10000,10000-20000,20000-50000",不限,未婚,"以后再告诉你,与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",10000,20000,15000,26,35,30.5,170,180,175,0,0,0
32,160,本科,10000-20000,以后告诉你,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",28 - 36,170 - 180,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",不限,未婚,不限,10000,20000,15000,28,36,32,170,180,175,0,0,0
32,160,本科,5000-10000,以后告诉你,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",27 - 38,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",不限,不限,不限,5000,10000,7500,27,38,32.5,160,211,185.5,0,0,0
33,160,大专,10000-20000,以后告诉你,未婚,以后再告诉你,"['你好', '生命', '里', '迟来', '我来', '日本', '十年', '丰田', '汽车', '零配件', '公司', '做', '质量', '管理', '生活', '圈子', '交往', '朋友', '平台', '碰碰运气', '希望', '相伴', '一生']",28 - 39,160 - 180,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",不限,未婚,不限,10000,20000,15000,28,39,33.5,160,180,170,0,0,0
